"gene_id","feature_id","sample_id","annotation_source","function_category","pathway","ko_id","count","abundance"
"gene_055","ASV019","T06","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",52,0.00955005
"gene_055","ASV019","M01","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",62,0.00960793
"gene_055","ASV019","M02","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",43,0.00638361
"gene_055","ASV019","M03","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",87,0.01309452
"gene_055","ASV019","M04","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",51,0.00769695
"gene_055","ASV019","M05","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",50,0.00757117
"gene_055","ASV019","M06","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",40,0.00622471
"gene_055","ASV019","S01","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",75,0.01012146
"gene_055","ASV019","S02","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",62,0.00816219
"gene_055","ASV019","S03","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",72,0.00961282
"gene_055","ASV019","S04","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",77,0.00998444
"gene_055","ASV019","S05","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",56,0.00740741
"gene_055","ASV019","S06","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",55,0.00740841
"gene_056","ASV028","C01","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",65,0.01184834
"gene_056","ASV028","C02","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",78,0.01443375
"gene_056","ASV028","C03","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",84,0.01552393
"gene_056","ASV028","C04","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",69,0.01271186
"gene_056","ASV028","C05","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",75,0.01404231
"gene_056","ASV028","C06","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",86,0.01675107
"gene_056","ASV028","T01","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",78,0.01445247
"gene_056","ASV028","T02","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",76,0.01438304
"gene_056","ASV028","T03","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",66,0.01245518
"gene_056","ASV028","T04","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",80,0.01555815
"gene_056","ASV028","T05","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",91,0.01673102
"gene_056","ASV028","T06","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",86,0.01579431
"gene_056","ASV028","M01","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",200,0.03099334
"gene_056","ASV028","M02","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",180,0.02672209
"gene_056","ASV028","M03","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",175,0.02633955
"gene_056","ASV028","M04","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",235,0.03546634
"gene_056","ASV028","M05","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",226,0.03422168
"gene_056","ASV028","M06","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",193,0.03003424
"gene_056","ASV028","S01","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",205,0.02766532
"gene_056","ASV028","S02","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",156,0.02053712
"gene_056","ASV028","S03","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",146,0.01949266
"gene_056","ASV028","S04","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",195,0.02528527
"gene_056","ASV028","S05","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",196,0.02592593
"gene_056","ASV028","S06","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",214,0.02882543
"gene_057","ASV077","C01","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",72,0.01312432
"gene_057","ASV077","C02","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",35,0.00647668
"gene_057","ASV077","C03","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",46,0.0085012
"gene_057","ASV077","C04","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",72,0.01326455
"gene_057","ASV077","C05","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",43,0.00805093
"gene_057","ASV077","C06","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",71,0.01382937
"gene_057","ASV077","T01","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",101,0.0187141
"gene_057","ASV077","T02","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",105,0.01987131
"gene_057","ASV077","T03","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",64,0.01207775
"gene_057","ASV077","T04","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",82,0.0159471
"gene_057","ASV077","T05","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",116,0.02132745
"gene_057","ASV077","T06","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",112,0.02056933
"gene_057","ASV077","M01","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",116,0.01797614
"gene_057","ASV077","M02","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",175,0.02597981
"gene_057","ASV077","M03","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",139,0.02092113
"gene_057","ASV077","M04","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",132,0.01992152
"gene_057","ASV077","M05","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",119,0.01801938
"gene_057","ASV077","M06","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",160,0.02489885
"gene_057","ASV077","S01","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",162,0.02186235
"gene_057","ASV077","S02","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",204,0.02685624
"gene_057","ASV077","S03","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",181,0.02416555
"gene_057","ASV077","S04","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",208,0.02697095
"gene_057","ASV077","S05","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",152,0.02010582
"gene_057","ASV077","S06","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",173,0.0233028
"gene_058","ASV047","C01","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",83,0.01512942
"gene_058","ASV047","C02","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",47,0.00869726
"gene_058","ASV047","C03","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",95,0.01755683
"gene_058","ASV047","C04","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",85,0.01565954
"gene_058","ASV047","C05","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",84,0.01572739
"gene_058","ASV047","C06","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",76,0.01480327
"gene_058","ASV047","T01","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",88,0.01630535
"gene_058","ASV047","T02","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",116,0.02195307
"gene_058","ASV047","T03","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",100,0.01887149
"gene_058","ASV047","T04","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",84,0.01633606
"gene_058","ASV047","T05","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",114,0.02095974
"gene_058","ASV047","T06","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",104,0.01910009
"gene_058","ASV047","M01","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",153,0.0237099
"gene_058","ASV047","M02","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",180,0.02672209
"gene_058","ASV047","M03","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",181,0.02724262
"gene_058","ASV047","M04","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",195,0.02942952
"gene_058","ASV047","M05","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",153,0.02316778
"gene_058","ASV047","M06","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",185,0.02878929
"gene_058","ASV047","S01","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",192,0.02591093
"gene_058","ASV047","S02","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",177,0.02330174
"gene_058","ASV047","S03","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",218,0.02910547
"gene_058","ASV047","S04","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",231,0.02995332
"gene_058","ASV047","S05","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",214,0.02830688
"gene_058","ASV047","S06","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",206,0.02774784
"gene_059","ASV075","C01","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",146,0.0266132
"gene_059","ASV075","C02","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",128,0.02368616
"gene_059","ASV075","C03","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",132,0.02439475
"gene_059","ASV075","C04","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",182,0.03352985
"gene_059","ASV075","C05","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",125,0.02340386
"gene_059","ASV075","C06","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",137,0.02668485
"gene_059","ASV075","T01","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",105,0.01945525
"gene_059","ASV075","T02","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",65,0.01230129
"gene_059","ASV075","T03","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",96,0.01811663
"gene_059","ASV075","T04","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",84,0.01633606
"gene_059","ASV075","T05","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",87,0.01599559
"gene_059","ASV075","T06","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",90,0.01652893
"gene_059","ASV075","M01","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",74,0.01146753
"gene_059","ASV075","M02","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",110,0.01633017
"gene_059","ASV075","M03","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",72,0.01083685
"gene_059","ASV075","M04","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",79,0.01192273
"gene_059","ASV075","M05","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",65,0.00984252
"gene_059","ASV075","M06","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",91,0.01416122
"gene_059","ASV075","S01","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",84,0.01133603
"gene_059","ASV075","S02","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",69,0.00908373
"gene_059","ASV075","S03","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",78,0.01041389
"gene_059","ASV075","S04","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",95,0.01231846
"gene_059","ASV075","S05","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",116,0.01534392
"gene_059","ASV075","S06","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",60,0.0080819
"gene_060","ASV079","C01","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",53,0.00966096
"gene_060","ASV079","C02","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",67,0.01239822
"gene_060","ASV079","C03","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",57,0.0105341
"gene_060","ASV079","C04","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",63,0.01160648
"gene_060","ASV079","C05","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",42,0.0078637
"gene_060","ASV079","C06","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",36,0.00701208
"gene_060","ASV079","T01","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",29,0.00537336
"gene_060","ASV079","T02","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",33,0.00624527
"gene_060","ASV079","T03","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",28,0.00528402
"gene_060","ASV079","T04","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",33,0.00641774
"gene_060","ASV079","T05","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",16,0.00294172
"gene_060","ASV079","T06","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",27,0.00495868
"gene_060","ASV079","M01","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",33,0.0051139
"gene_060","ASV079","M02","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",27,0.00400831
"gene_060","ASV079","M03","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",39,0.00586996
"gene_060","ASV079","M04","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",27,0.00407486
"gene_060","ASV079","M05","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",28,0.00423985
"gene_060","ASV079","M06","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",14,0.00217865
"gene_060","ASV079","S01","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",34,0.00458839
"gene_060","ASV079","S02","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",31,0.0040811
"gene_060","ASV079","S03","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",36,0.00480641
"gene_060","ASV079","S04","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",25,0.0032417
"gene_060","ASV079","S05","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",21,0.00277778
"gene_060","ASV079","S06","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",20,0.00269397
"gene_061","ASV015","C01","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",25,0.00455705
"gene_061","ASV015","C02","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",32,0.00592154
"gene_061","ASV015","C03","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",17,0.00314175
"gene_061","ASV015","C04","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",20,0.0036846
"gene_061","ASV015","C05","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",28,0.00524246
"gene_061","ASV015","C06","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",25,0.0048695
"gene_061","ASV015","T01","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",23,0.00426163
"gene_061","ASV015","T02","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",31,0.00586677
"gene_061","ASV015","T03","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",23,0.00434044
"gene_061","ASV015","T04","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",16,0.00311163
"gene_061","ASV015","T05","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",21,0.003861
"gene_061","ASV015","T06","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",21,0.00385675
"gene_061","ASV015","M01","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",25,0.00387417
"gene_061","ASV015","M02","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",20,0.00296912
"gene_061","ASV015","M03","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",19,0.00285972
"gene_061","ASV015","M04","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",19,0.00286749
"gene_061","ASV015","M05","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",26,0.00393701
"gene_061","ASV015","M06","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",27,0.00420168
"gene_061","ASV015","S01","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",19,0.0025641
"gene_061","ASV015","S02","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",19,0.00250132
"gene_061","ASV015","S03","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",17,0.00226969
"gene_061","ASV015","S04","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",19,0.00246369
"gene_061","ASV015","S05","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",26,0.00343915
"gene_061","ASV015","S06","KEGG","Energy metabolism","Oxidative phosphorylation","K02111",29,0.00390625
"gene_062","ASV009","C01","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",79,0.01440029
"gene_062","ASV009","C02","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",51,0.00943745
"gene_062","ASV009","C03","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",65,0.01201257
"gene_062","ASV009","C04","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",60,0.0110538
"gene_062","ASV009","C05","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",62,0.01160831
"gene_062","ASV009","C06","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",58,0.01129723
"gene_062","ASV009","T01","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",84,0.0155642
"gene_062","ASV009","T02","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",73,0.01381529
"gene_062","ASV009","T03","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",68,0.01283261
"gene_062","ASV009","T04","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",50,0.00972384
"gene_062","ASV009","T05","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",71,0.01305387
"gene_062","ASV009","T06","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",57,0.01046832
"gene_062","ASV009","M01","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",118,0.01828607
"gene_062","ASV009","M02","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",152,0.02256532
"gene_062","ASV009","M03","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",145,0.0218242
"gene_062","ASV009","M04","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",206,0.03108965
"gene_062","ASV009","M05","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",182,0.02755906
"gene_062","ASV009","M06","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",190,0.02956738
"gene_062","ASV009","S01","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",130,0.01754386
"gene_062","ASV009","S02","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",129,0.01698262
"gene_062","ASV009","S03","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",170,0.02269693
"gene_062","ASV009","S04","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",216,0.0280083
"gene_062","ASV009","S05","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",176,0.02328042
"gene_062","ASV009","S06","FAPROTAX","Element cycling","Aerobic chemoheterotrophy","FAP001",222,0.02990302
"gene_063","ASV043","C01","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",23,0.00419249
"gene_063","ASV043","C02","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",14,0.00259067
"gene_063","ASV043","C03","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",18,0.00332656
"gene_063","ASV043","C04","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",22,0.00405306
"gene_063","ASV043","C05","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",22,0.00411908
"gene_063","ASV043","C06","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",29,0.00564862
"gene_063","ASV043","T01","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",29,0.00537336
"gene_063","ASV043","T02","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",41,0.00775927
"gene_063","ASV043","T03","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",57,0.01075675
"gene_063","ASV043","T04","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",35,0.00680669
"gene_063","ASV043","T05","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",35,0.00643501
"gene_063","ASV043","T06","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",41,0.00752984
"gene_063","ASV043","M01","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",65,0.01007283
"gene_063","ASV043","M02","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",54,0.00801663
"gene_063","ASV043","M03","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",54,0.00812763
"gene_063","ASV043","M04","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",56,0.00845155
"gene_063","ASV043","M05","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",86,0.01302241
"gene_063","ASV043","M06","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",55,0.00855898
"gene_063","ASV043","S01","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",79,0.01066127
"gene_063","ASV043","S02","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",80,0.01053186
"gene_063","ASV043","S03","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",96,0.01281709
"gene_063","ASV043","S04","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",73,0.00946577
"gene_063","ASV043","S05","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",77,0.01018519
"gene_063","ASV043","S06","BacMet","Metal resistance","Metal efflux and detoxification","BMR001",68,0.00915948
"gene_064","ASV089","C01","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",87,0.01585855
"gene_064","ASV089","C02","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",88,0.01628423
"gene_064","ASV089","C03","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",62,0.01145814
"gene_064","ASV089","C04","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",79,0.01455416
"gene_064","ASV089","C05","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",94,0.0175997
"gene_064","ASV089","C06","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",78,0.01519283
"gene_064","ASV089","T01","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",134,0.02482861
"gene_064","ASV089","T02","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",137,0.02592733
"gene_064","ASV089","T03","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",111,0.02094735
"gene_064","ASV089","T04","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",100,0.01944769
"gene_064","ASV089","T05","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",135,0.02482074
"gene_064","ASV089","T06","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",155,0.02846648
"gene_064","ASV089","M01","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",148,0.02293507
"gene_064","ASV089","M02","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",211,0.03132423
"gene_064","ASV089","M03","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",206,0.03100542
"gene_064","ASV089","M04","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",202,0.03048596
"gene_064","ASV089","M05","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",233,0.03528165
"gene_064","ASV089","M06","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",223,0.03470277
"gene_064","ASV089","S01","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",273,0.03684211
"gene_064","ASV089","S02","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",289,0.03804634
"gene_064","ASV089","S03","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",222,0.02963952
"gene_064","ASV089","S04","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",250,0.03241701
"gene_064","ASV089","S05","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",378,0.05
"gene_064","ASV089","S06","SulfurCycle","Sulfur cycling","Dissimilatory sulfur metabolism","K11180",202,0.02720905
"gene_065","ASV006","C01","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",54,0.00984324
"gene_065","ASV006","C02","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",61,0.01128793
"gene_065","ASV006","C03","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",76,0.01404546
"gene_065","ASV006","C04","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",65,0.01197494
"gene_065","ASV006","C05","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",63,0.01179554
"gene_065","ASV006","C06","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",56,0.01090767
"gene_065","ASV006","T01","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",49,0.00907912
"gene_065","ASV006","T02","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",23,0.00435276
"gene_065","ASV006","T03","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",23,0.00434044
"gene_065","ASV006","T04","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",44,0.00855698
"gene_065","ASV006","T05","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",49,0.00900901
"gene_065","ASV006","T06","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",30,0.00550964
"gene_065","ASV006","M01","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",31,0.00480397
"gene_065","ASV006","M02","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",39,0.00578979
"gene_065","ASV006","M03","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",37,0.00556893
"gene_065","ASV006","M04","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",37,0.00558406
"gene_065","ASV006","M05","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",42,0.00635978
"gene_065","ASV006","M06","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",42,0.00653595
"gene_065","ASV006","S01","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",24,0.00323887
"gene_065","ASV006","S02","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",31,0.0040811
"gene_065","ASV006","S03","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",43,0.00574099
"gene_065","ASV006","S04","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",34,0.00440871
"gene_065","ASV006","S05","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",32,0.0042328
"gene_065","ASV006","S06","NitrogenCycle","Nitrogen cycling","Nitrification and denitrification","K00370",25,0.00336746
"gene_066","ASV056","C01","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",93,0.01695224
"gene_066","ASV056","C02","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",121,0.02239082
"gene_066","ASV056","C03","CarbonCycle","Carbon cycling","Organic carbon degradation","K01190",91,0.01681759
